think,networks,based,work,provide,reason,known,possible,self,reasoning,tasks,problems,learning,et,processing,record,peer,transactions,public,applications,way,data,ledger,blockchain,bitcoin,new,create,business,digital,make,application,systems,help,applications,objects,just,know,machine,security,sensors,connected,devices,make,add,smart
0.0002896676387709386,0.0,0.00036208454846367333,0.0,0.00015337212714976767,0.0,0.00015337212714976767,7.241690969273465e-05,0.0001448338193854693,7.241690969273465e-05,0.0,7.241690969273465e-05,0.0,0.0,0.00030674425429953533,0.0011044747578230045,0.0002103761443472389,0.0,0.000999286685649385,0.00026297018043404863,0.0002731635399273894,0.0,0.00012416524542154065,0.003625625166308987,0.0005463270798547788,0.0003476626871803138,9.933219633723251e-05,0.0002731635399273894,0.0003476626871803138,0.0008940986134757654,0.0,0.00010029897290996374,0.0,0.0,0.00040119589163985496,0.0,0.0,5.014948645498187e-05,0.0005014948645498187,0.0,0.0,0.0,0.0,0.00010029897290996374,0.0
0.00012584339724313365,0.0003442606140780376,0.00022546942006061444,0.0,0.0002776295274822884,0.0,0.00024431398418441383,0.00011011297258774194,0.00011011297258774194,0.0002516867944862673,0.0,5.2434748851305686e-05,0.0,0.0,0.00022210362198583073,0.0008588020823976892,0.0007361160706265907,0.0,0.00036805803531329536,0.00012268601177109847,0.0005792800817265627,0.0,0.0009268481307625004,0.0030701844331507827,0.0005213520735539064,0.0004634240653812502,0.0005213520735539064,0.0004634240653812502,5.7928008172656276e-05,0.00036805803531329536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002112621173662961,0.0002112621173662961,0.0,0.0,0.0,0.0,0.0,0.0
0.00022831857821261744,0.00024177851662588235,0.0,0.0,0.0003626677749388235,0.0,0.0004835570332517647,0.0,0.00022831857821261744,0.00017123893365946307,0.0,0.0,0.0,0.0,0.00012088925831294117,0.0005835875154517116,0.0018038159568507448,0.0,0.000371373873469271,0.00042442728396488113,0.0005009989896013515,0.0,0.0002003995958405406,0.0023296453016462848,5.009989896013515e-05,0.00017534964636047306,0.0002003995958405406,0.00015029969688040547,0.00015029969688040547,0.0009549613889209825,0.0009427696146572196,0.0005760668485428254,0.0,0.0006469987551569155,0.00014838085492769744,0.0,0.0,0.00010473942700778643,0.0003316748521913237,0.0,0.0,0.0,0.0,0.00017456571167964407,0.0
5.360715691943222e-05,0.0010218137379602401,0.00021442862767772887,0.0,5.676742988668001e-05,0.0,5.676742988668001e-05,0.00010721431383886444,0.00024123220613744497,2.680357845971611e-05,0.0,2.680357845971611e-05,0.0,0.0,0.00022706971954672005,0.0014583379156845407,0.0,0.0,0.0010937534367634054,0.0,0.00034428786737270684,0.0,0.0005164318010590603,0.0032707347400407144,0.00017214393368635342,0.0006885757347454137,0.00034428786737270684,0.00017214393368635342,0.00034428786737270684,0.00036458447892113516,0.00027030066741172323,0.0001276264428589841,0.0,0.00027030066741172323,0.0005105057714359364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001276264428589841,0.0
0.0002647215141850402,5.606549893545147e-05,5.2944302837008034e-05,0.0,0.0,0.0,5.606549893545147e-05,0.00010588860567401607,0.00029119366560354415,0.0,0.0,7.941645425551206e-05,0.0,0.0,0.0,0.0,0.0005503044357048929,0.0,0.0,0.0005503044357048929,0.0003897515216539745,0.0,0.00012991717388465817,0.003118012173231796,0.0005196686955386327,0.00012991717388465817,0.00012991717388465817,0.0005196686955386327,0.00025983434776931635,0.0,0.0013287838813362048,0.0003992576563284617,0.0,0.0009059890100019579,5.7036808046923095e-05,0.0,0.0,0.0003422208482815386,0.00031370244425807706,0.0,0.0,0.0,0.0,0.00022814723218769238,0.0
5.497399401267633e-05,0.0008150078351578793,5.497399401267633e-05,0.0,0.0006985781444210395,0.0,0.0,0.00021989597605070533,0.000329843964076058,0.00010994798802535266,0.0,5.497399401267633e-05,0.0,0.0,0.0009314375258947193,0.000921989770560465,0.000307329923520155,0.0,0.000307329923520155,0.0004609948852802325,0.0004353310552125539,0.0,0.0008706621104251078,0.004570976079731816,7.255517586875898e-05,0.0006529965828188308,0.0007255517586875898,0.00014511035173751796,0.0002902207034750359,0.0004609948852802325,0.0002891136909630555,0.00013650928912891787,0.0,0.0002891136909630555,6.825464456445894e-05,0.0,0.0,0.0009555650239024251,0.00020476393369337682,0.0,0.0,0.0,0.0,6.825464456445894e-05,0.0
8.043910395751459e-05,0.00017036237161088146,8.043910395751459e-05,0.0,0.0005110871148326444,0.0,0.00034072474322176293,5.362606930500972e-05,0.00018769124256753404,2.681303465250486e-05,0.0,2.681303465250486e-05,0.0,0.0,0.0006246620292398987,0.0006048604788997745,0.0005337004225586246,0.0,0.0008895007042643743,0.00014232011268229988,0.000134397076432405,0.0,0.00041999086385126566,0.0027551400668643024,0.0005543879402836706,0.00033599269108101253,8.399817277025313e-05,6.71985382162025e-05,0.0002015956146486075,0.00010674008451172491,0.0006473085017842407,0.0002037574979156167,0.0,0.0006473085017842407,0.00030563624687342505,0.0,0.0,0.0002037574979156167,0.0002037574979156167,0.0,0.0,0.0,0.0,0.00010187874895780835,0.0
0.0,0.0005069733777753738,0.00011968747515358272,0.0,0.0002534866888876869,0.0,0.0002534866888876869,0.00011968747515358272,0.0,0.00023937495030716544,0.0,0.00011968747515358272,0.0,0.0,0.0002534866888876869,0.0015689893858046014,0.00028527079741901847,0.0,0.0007131769935475461,0.00028527079741901847,0.0004714318361166816,0.0,0.0013469481031905188,0.00431023393020966,6.734740515952594e-05,0.0005387792412762075,0.00013469481031905188,0.0008755162670738373,0.00013469481031905188,0.0007131769935475461,0.00029218378552129455,0.0002207342072173535,0.0,0.00023374702841703565,0.00019314243131518432,0.0,0.0,0.00030350953492386105,0.0007173861734563989,0.0,0.0,0.0,0.0,0.00024832598311952267,0.0
0.00023277655964019917,0.0,0.00023277655964019917,0.0,0.0,0.0,0.0,0.00023277655964019917,0.0003491648394602988,0.00023277655964019917,0.0,0.00011638827982009958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013722425187014594,6.479245244887044e-05,0.0,0.00013722425187014594,0.00012958490489774088,0.0,0.0,0.00025916980979548177,0.00019437735734661134,0.0,0.0,0.0,0.0,0.0003239622622443522,0.0
7.123364164195673e-05,0.0006738684815500274,0.00017570964938349323,0.0,0.0001307506008977665,0.0,0.0001307506008977665,0.00010447600774153653,0.0001614629210551019,0.00020895201548307306,0.0,0.00020420310604027595,0.0,0.0,0.00022127024767314333,0.0011221606752276317,0.0003300472574198917,0.0,0.00039605670890387006,0.0016502362870994584,0.0003116733513328892,0.0,0.00037400802159946706,0.0020258767836637795,0.0005298446972659117,0.0006233467026657784,0.00024933868106631136,0.0005921793675324894,0.00034284068646617814,0.00019802835445193503,0.00027270486648654156,0.0004506656730687634,0.0,0.00013635243324327078,0.00012876162087678954,0.0,0.0,0.0002575232417535791,0.00038628486263036864,0.0,0.0,0.0,0.0,0.00019314243131518432,0.0
